"","date","value","variable","Element","DL_ppb","variable_units","Class","mean_val","sd_val","CC_Q_cms"
"93",2016-02-18,379.86378,"potassium","K",4.152,"potassium_ppb","geogenic",411.678640364319,115.974608142253,0.09
"94",2016-02-18,0.01465,"beryllium","Be",0.0012,"beryllium_ppb","metal",0.063066387915937,0.0881572443524272,0.09
"95",2016-02-18,119.3335,"zinc","Zn",0.011,"zinc_ppb","metal",267.609451606983,343.401190437413,0.09
"96",2016-02-18,0.0537,"vanadium","V",7e-04,"vanadium_ppb","metal",0.116315020227671,0.104856162707508,0.09
"97",2016-02-18,0.52699,"chromium","Cr",0.0069,"chromium_ppb","metal",1.89326571716814,5.33812349074157,0.09
"98",2016-02-18,0.16232,"lead","Pb",9e-04,"lead_ppb","metal",0.246531220384952,0.360535098164973,0.09
"99",2016-02-18,1853.42555,"magnesium","Mg",0.174,"magnesium_ppb","geogenic",1609.74440005303,565.675778582455,0.09
"100",2016-02-18,162.24575,"strontium","Sr",0.0024,"strontium_ppb","geogenic",119.391933415862,42.8219341738138,0.09
"101",2016-02-18,0.01899,"europium","Eu",1e-04,"europium_ppb","metal",0.0671169035555556,0.139720460973367,0.09
"102",2016-02-18,0.1445,"zirconium","Zr",0.0019,"zirconium_ppb","metal",0.122765371253287,0.155209951048526,0.09
"103",2016-02-18,2657.93037,"sodium","Na",0.1863,"sodium_ppb","geogenic",1957.0785582486,651.03708671126,0.09
"104",2016-02-18,0.08479,"antimony","Sb",6e-04,"antimony_ppb","metal",6.71352163882476,48.2923894987101,0.09
"105",2016-02-18,135.71787,"boron","B",0.0339,"boron_ppb","biologic",7.65631551711799,19.2975928755378,0.09
"106",2016-02-18,0.94518,"nickel","Ni",0.0023,"nickel_ppb","metal",1.5492678821645,2.2169819111229,0.09
"107",2016-02-18,0.32551,"cobalt","Co",0.001,"cobalt_ppb","metal",0.64699722978355,0.981677942194902,0.09
"108",2016-02-18,0.03735,"uranium","U",2e-04,"uranium_ppb","metal",0.0435490727831431,0.0209224427371418,0.09
"109",2016-02-18,3.1384,"lithium","Li",0.2823,"lithium_ppb","metal",2.52705807820513,2.23511811497604,0.09
"110",2016-02-18,123,"tdn","TDN",22.34,"tdn_ppb","biologic",127.985192951542,80.9170333410507,0.09
"111",2016-02-18,1.07728,"copper","Cu",0.001,"copper_ppb","metal",3.10858353531469,6.74531348733409,0.09
"112",2016-02-18,0.36674,"cadmium","Cd",8e-04,"cadmium_ppb","metal",1.20641977974138,1.40707224884627,0.09
"113",2016-02-18,0.01505,"thorium","Th",4e-04,"thorium_ppb","geogenic",0.0248216071843434,0.0480639765341118,0.09
"114",2016-02-18,169.85893,"aluminum","Al",0.074,"aluminum_ppb","metal",145.715341412862,114.507133942658,0.09
"115",2016-02-18,206.20042,"phosphorus","P",1.4,"phosphorus_ppb","geogenic",210.174884224069,137.09677631628,0.09
"116",2016-02-18,0.82809,"rubidium","Rb",0.003,"rubidium_ppb","metal",0.628216557413793,0.214814044121174,0.09
"117",2016-02-18,20460.78,"sulfate","SO4",0,"sulfate_µmol/L; µM","geogenic",15150.9329939721,5768.2845591159,0.09
"118",2016-02-18,14031.40775,"calcium","Ca",0.1895,"calcium_ppb","geogenic",12227.1606084498,7285.67896945351,0.09
"119",2016-02-18,1315.195,"chloride","Cl",0,"chloride_µmol/L; µM","geogenic",1754.96396792015,4952.69264560792,0.09
"120",2016-02-18,3957.09289,"silicon","Si",0.2061,"silicon_ppb","geogenic",3349.83336236379,743.732729766777,0.09
"121",2016-02-18,62.63771,"barium","Ba",0.0032,"barium_ppb","metal",22.1527885374138,14.1583157194702,0.09
"122",2016-02-18,0.08788,"selenium","Se",0.0041,"selenium_ppb","geogenic",0.387699967274678,2.73030157710443,0.09
"123",2016-02-18,0.11202,"cesium","Cs",0.0013,"cesium_ppb","metal",0.0245871663326653,0.0281542956770968,0.09
"124",2016-02-18,0.01776,"silver","Ag",7e-04,"silver_ppb","metal",1.00061081040681,1.48525449539514,0.09
"125",2016-02-18,0.42811,"molybdenum","Mo",8e-04,"molybdenum_ppb","metal",1.67670747210425,33.6382551289439,0.09
"126",2016-02-18,50.62016,"iron","Fe",0.0103,"iron_ppb","metal",82.1681569871972,71.8199341160753,0.09
"127",2016-02-18,0.00903,"germanium","Ge",0.0013,"germanium_ppb","metal",0.43912711744186,1.90100544416711,0.09
"128",2016-02-18,57.88015,"manganese","Mn",0.0048,"manganese_ppb","geogenic",58.4111708703448,55.9242276085023,0.09
"129",2016-02-24,0.01984,"tin","Sn",0.001,"tin_ppb","metal",18.4834566281642,46.5535541083943,0.1
"130",2016-02-24,0.04704,"vanadium","V",7e-04,"vanadium_ppb","metal",0.116315020227671,0.104856162707508,0.1
"131",2016-02-24,2781.31618,"sodium","Na",0.1863,"sodium_ppb","geogenic",1957.0785582486,651.03708671126,0.1
"132",2016-02-24,1.74073,"titanium","Ti",0.0528,"titanium_ppb","metal",1.96870738160538,3.38905149295846,0.1
"133",2016-02-24,0.1895,"zirconium","Zr",0.0019,"zirconium_ppb","metal",0.122765371253287,0.155209951048526,0.1
"134",2016-02-24,0.3474,"chromium","Cr",0.0069,"chromium_ppb","metal",1.89326571716814,5.33812349074157,0.1
"135",2016-02-24,962.9,"npoc","DOC",235.2,"npoc_mg.L-1","biologic",3364.63333333333,2664.31319030061,0.1
"136",2016-02-24,0.26999,"cobalt","Co",0.001,"cobalt_ppb","metal",0.64699722978355,0.981677942194902,0.1
"137",2016-02-24,198.416,"nitrate","NO3",0,"nitrate_µmol/L; µM","biologic",99.8970853313704,305.532332745331,0.1
"138",2016-02-24,163.92578,"strontium","Sr",0.0024,"strontium_ppb","geogenic",119.391933415862,42.8219341738138,0.1
"139",2016-02-24,0.8299,"rubidium","Rb",0.003,"rubidium_ppb","metal",0.628216557413793,0.214814044121174,0.1
"140",2016-02-24,0.04688,"uranium","U",2e-04,"uranium_ppb","metal",0.0435490727831431,0.0209224427371418,0.1
"141",2016-02-24,17.88462,"arsenic","As",0.0016,"arsenic_ppb","metal",2.17851519189655,1.74275908367189,0.1
"142",2016-02-24,0.01689,"beryllium","Be",0.0012,"beryllium_ppb","metal",0.063066387915937,0.0881572443524272,0.1
"143",2016-02-24,0.0215,"europium","Eu",1e-04,"europium_ppb","metal",0.0671169035555556,0.139720460973367,0.1
"144",2016-02-24,389.89335,"potassium","K",4.152,"potassium_ppb","geogenic",411.678640364319,115.974608142253,0.1
"145",2016-02-24,0.08733,"lead","Pb",9e-04,"lead_ppb","metal",0.246531220384952,0.360535098164973,0.1
